Transaction ID,Invoice ID,Date,Customer,Supplier,Category,Country,Amount,Payment Method,Status,Employee,Department
Germany,415.99,"Anderson, Smith and Valdez",Mrs. Lori Wu,Pending,2026-05-20,Robert Barron,Office,Credit Card,967611,HR,TXN_00198
TXN_00199,Travel,2024-08-02,"Goodwin, Bernard and Morris",UK,Sarah Case,Tracy Gallagher,Cancelled,374.3,427704,Debit Card,HR
Software,Moore-Parsons,2025-09-27,Henry Bennett,Cancelled,TXN_00200,Credit Card,USA,170394,IT,93.23,Richard Powell
951201,Software,"Pope, Campbell and Norris",2026-04-14,59.98,Brandon Lester,Sales,France,Cancelled,Karen Benson,TXN_00201,PayPal
Germany,David Shaffer,2025-08-28,868.09,Finance,530764,TXN_00202,Pending,Christopher Harris,Howell Group,Office,Credit Card
577.92,TXN_00203,Matthew Morrison,2026-06-16,427626,Smith Group,Completed,Office,USA,Elizabeth Douglas,HR,Debit Card
335137,Software,TXN_00204,Lee Mcintyre,2025-01-13,UK,845.37,Completed,PayPal,Michele Smith,IT,"Barrera, York and Franklin"
Germany,TXN_00205,701987,Martinez-Chavez,2026-02-24,Stacy Wood,Software,Marc Chang,845.16,Cancelled,Credit Card,IT
Software,TXN_00206,UK,Robert Clark,702.7,Pending,2025-03-16,130359,IT,David Mitchell,PayPal,Carpenter Group
106402,Software,Marketing,2026-02-20,Smith LLC,Sherry White,Nathan Sharp,Completed,566.32,Bank Transfer,Canada,TXN_00207
876962,Brian Bryant,Travel,Pending,TXN_00208,Phillip Reyes,Taylor-Rivera,USA,2026-02-18,91.76,HR,Debit Card
575682,2025-07-22,Finance,Daniel Anderson,370.05,Cancelled,Vickie Bush,Office,Thompson-Wells,Canada,PayPal,TXN_00209
Software,Canada,189083,"Steele, Santos and Huang",Travis Benson,Sales,Cancelled,Allison Hayes,Credit Card,TXN_00210,2025-08-22,157.41
2025-01-01,Germany,"Wilson, Gilmore and Li",485.66,385320,Lisa Lang DVM,Pending,IT,Office,Patricia Fowler,Bank Transfer,TXN_00211
Shelby Smith,Finance,Travel,345.17,Credit Card,2025-03-28,TXN_00212,Pending,"Kirk, Jones and Farley",326040,USA,Richard Ortiz
TXN_00213,Travel,Gabrielle Ross,UK,Renee King,45.42,Sales,"Welch, Davis and Daniels",2025-09-19,Cancelled,Bank Transfer,610271
Griffin-Blackburn,Software,Melissa Thompson,UK,Donna Winters,Pending,2025-12-13,945.32,TXN_00214,IT,Debit Card,108060
Carl Jackson,Marketing,2025-09-09,Software,497.39,Completed,USA,Michael Jones,Schmitt-Walker,TXN_00215,Bank Transfer,444061
"Herman, Rosales and Pearson",Travel,2025-10-07,Stephanie Watkins,Michael Harris,498676,500.26,Completed,TXN_00216,HR,Canada,PayPal
Cook-Howard,Juan Jones,Software,Germany,2025-05-13,878086,Finance,TXN_00217,Pending,18.74,Credit Card,Robert Chambers
Germany,Graham and Sons,709.5,Travel,Christopher David,Sales,Paul Villegas,Pending,550137,TXN_00218,Bank Transfer,2024-10-21
524707,Software,2024-12-04,UK,171.87,Elizabeth Roberts,Suzanne Reed,"Adams, Rios and Wade",Cancelled,TXN_00219,IT,Bank Transfer
Martin PLC,Kathleen Grant,Sales,2025-10-14,TXN_00220,243.32,Office,Cancelled,USA,192410,Bank Transfer,Kevin Aguilar
Robert Dawson,Finance,"Torres, Arnold and Smith",2025-07-14,UK,Frank Foley,514991,TXN_00221,Completed,Office,Debit Card,221.57
Marketing,Software,Richard Lambert,Brianna Morales,Johnson Group,France,Pending,763984,2024-09-13,PayPal,TXN_00222,509.95
347745,Avila-Young,Software,Marketing,Jared Kelly,Cancelled,TXN_00223,Debit Card,Ashley Trujillo,Canada,2025-03-31,255.97
TXN_00224,2026-02-24,Riley Barker,Finance,Travel,Pending,Stacy Clark,177.15,897143,USA,Bank Transfer,"Young, Rodriguez and Willis"
Germany,TXN_00225,2025-01-14,Amy Berger,Travel,Allen-Bentley,681.13,Jennifer Murphy,Cancelled,896788,IT,PayPal
Larry Wilson,Finance,2025-07-14,Martin Riley,TXN_00226,Warner PLC,Pending,258290,468.92,Office,USA,PayPal
TXN_00227,2026-03-12,Mr. Charles Marshall,74.19,Sales,France,Pending,158900,Office,Mary Shaffer,Burns-Marquez,Bank Transfer
159653,"Banks, Burns and Hamilton",Finance,Credit Card,UK,76.73,Michele Mills,Lisa Tapia,Cancelled,Office,TXN_00228,2025-12-28
Germany,580.33,Finance,Jimmy Kelley,Pending,Brett Fernandez,631699,Office,TXN_00229,Credit Card,Burns LLC,2025-12-18
Turner-Salinas,Software,Chad Tyler,UK,783501,Stephanie Silva,2026-02-13,Completed,Debit Card,TXN_00230,HR,605.01
Marketing,2025-09-09,"Gutierrez, Garcia and Taylor",Dana Lee,208529,Michelle Ramos,Office,TXN_00231,Completed,504.55,USA,Debit Card
Germany,841995,"Wilson, Black and Brewer",524.07,2026-04-25,Pending,TXN_00232,Office,Michael Hernandez,Debit Card,IT,Christopher Sims
Germany,774.46,Jessica Shepherd,TXN_00233,"Fischer, Acevedo and Welch",Cancelled,Office,Credit Card,IT,2024-06-27,396635,James Davis
557.96,2024-10-25,Pending,TXN_00234,Ryan Hernandez,Office,Maxwell-Thompson,USA,169113,Virginia Holder,Bank Transfer,IT
Finance,Travel,858889,873.28,"Miller, Brown and Wallace",France,2025-07-25,Completed,Aimee Jones,Jesse Hale,PayPal,TXN_00235
"Morrow, Park and Adams",TXN_00236,Software,Finance,795847,UK,Wendy Fox,Chelsea Chambers,Completed,310.23,2026-06-03,Bank Transfer
843266,TXN_00237,Software,Holly Morris,Finance,2025-10-29,UK,558.92,Mr. Anthony Clark,Completed,Rodriguez-Arnold,PayPal
Germany,Eric Williams,197992,Travel,Joshua Allen,TXN_00238,"Vaughan, Fischer and Rodriguez",2025-09-05,Pending,Credit Card,IT,508.49
Carroll-Herrera,Software,Marketing,2025-03-24,Austin Carroll,UK,Lynn Cabrera,947.67,Completed,289019,TXN_00239,Bank Transfer
Software,Natalie Flores,Finance,2026-04-16,295.79,Credit Card,"Garza, Kane and Morrison",TXN_00240,Cancelled,244247,USA,Cynthia Harrison
Lindsey Choi,Marketing,37.75,975686,TXN_00241,Travel,Christian Stone,France,Cancelled,Matthews and Sons,2024-11-16,PayPal
162.25,Monica Harrell,Kevin Perez,726258,TXN_00242,Gibson-Campbell,Office,Cancelled,2024-08-03,Debit Card,HR,Canada
676.36,Finance,Andrew Ball,TXN_00243,Schultz-Wade,UK,Pending,Office,145814,James Peterson,2025-07-10,Debit Card
Douglas Rice,Germany,Tyler Thompson,Travel,234.0,Smith Group,TXN_00244,2024-08-05,398768,Pending,Debit Card,HR
Software,678.31,Keith West,UK,Pending,TXN_00245,Brianna Martinez,Odom-Caldwell,2025-09-28,IT,Bank Transfer,975679
Finance,France,527.46,915922,TXN_00246,Completed,Office,Debit Card,2026-05-16,Justin Sanders,"Perez, Maldonado and Ramirez",Haley Salazar
245121,641.18,Williams-Harvey,Sales,Cancelled,2024-09-20,Office,Mr. Samuel Freeman,Donald Horn,USA,PayPal,TXN_00247
845957,Casey Carpenter,Chloe Hawkins,TXN_00248,Travel,Pending,Woods PLC,Debit Card,USA,HR,285.06,2026-01-04
Germany,TXN_00249,Software,2024-12-14,Pending,Anthony Williams,638289,Debra Wilcox,Reed PLC,91.71,IT,Debit Card
Aaron Walton,Christopher Garcia,396.45,Completed,"Edwards, Koch and Black",Office,TXN_00250,USA,PayPal,2024-11-26,HR,127965
185569,Collins Inc,TXN_00251,John Jensen,John Turner,28.19,Cancelled,Office,Credit Card,2025-07-15,IT,Canada
TXN_00252,Stephanie Reed,Software,Marketing,38.3,Katherine Gamble,Hill-Craig,Cancelled,2024-12-06,Bank Transfer,Canada,929822
448.6,Germany,Phillip Sandoval,Travel,2025-02-08,Sales,Moore PLC,TXN_00253,Completed,895702,Credit Card,Allison Lynch
368355,Software,548.8,Mann-Spears,Completed,John Phillips,TXN_00254,2025-11-10,IT,Courtney Brown,Bank Transfer,Canada
TXN_00255,Finance,Briana Gomez,2025-03-03,47.75,Cancelled,Office,USA,Lucas-Hernandez,Danielle Copeland,Bank Transfer,349183
2024-08-24,"Osborne, Patterson and Sanchez",Software,836.69,Whitney Willis,Finance,TXN_00256,Laura Christensen,Cancelled,579318,USA,Bank Transfer
TXN_00257,Bradley Scott,Travel,2025-01-21,France,Pending,117233,White-Mcbride,Debit Card,HR,Mrs. Taylor Sellers,575.05
Hunter Inc,101640,Travel,UK,Sales,240.56,2026-02-09,TXN_00258,Michelle Mcdonald,Kathryn Holt,Completed,Bank Transfer
Patricia Bradley,2025-07-27,Credit Card,Megan Martinez,Pending,648913,Office,"Frazier, Garcia and Brown",USA,953.4,HR,TXN_00259
Germany,Travel,Sales,TXN_00260,145649,2025-07-17,Schroeder-Caldwell,Cancelled,981.04,Alicia Cardenas,Brian Clark,PayPal
Software,Derrick Smith,474440,UK,241.13,Cancelled,TXN_00261,Credit Card,Alicia Ortega,IT,2024-09-29,Stein-Wagner
546.01,Software,Craig Perry,UK,TXN_00262,239890,2026-02-05,Cancelled,Werner-Garcia,Shannon Olson,Debit Card,HR
TXN_00263,Michelle Brock,Lauren Hicks,811.5,829168,Cancelled,Office,Credit Card,HR,Canada,2025-10-21,"Wolfe, Jones and Lawrence"
Canada,TXN_00264,43.81,Dyer LLC,2025-01-29,Dana Stewart,Completed,Office,IT,Debit Card,138780,Robin Preston
TXN_00265,Germany,2025-04-26,Travel,Hawkins-Lucas,Tiffany Andrade,Sales,Pending,989.12,425138,Bank Transfer,Tina Branch
2025-10-18,Canada,Travel,TXN_00266,Joanna Mcdowell,Cancelled,Taylor Morales,Credit Card,IT,889882,"Smith, Hines and Valenzuela",286.11
2026-01-06,Software,UK,Holloway LLC,Cancelled,436.95,Brandi Lynch,386488,Ethan Barnett,TXN_00267,HR,Bank Transfer
2025-08-28,Canada,Finance,Gates-Acosta,Elizabeth Russell,Pending,496.2,TXN_00268,505426,Office,Bank Transfer,Mary Oliver
Brown LLC,Germany,Linda Peters,Software,Ana Kidd,78.93,Cancelled,IT,2025-05-17,TXN_00269,Debit Card,379676
Software,2026-01-09,327.92,Christopher Charles,436814,Pending,Jacob Lucas,USA,"Conner, Fowler and Reed",HR,TXN_00270,PayPal
Germany,Carlos Zuniga,166.64,Travel,Pending,2025-03-26,731894,TXN_00271,Pam Cochran,Bank Transfer,HR,Ramirez-Gordon
TXN_00272,614.85,Travel,UK,Sales,144412,Dr. Jessica Sparks,Pending,Casey Ryan,2025-01-18,Bank Transfer,"Rowe, Griffith and Pugh"
Germany,"Nguyen, Taylor and Morales",Christopher Mejia,Marketing,2026-03-13,Travel,TXN_00273,363.31,Completed,Bonnie Miller,Debit Card,178686
Germany,34.8,989894,Travel,Credit Card,Kimberly Vincent,Completed,TXN_00274,Tammy Wilson,IT,Manning LLC,2025-06-03
32.39,Shelia Clark,2024-09-01,France,Shawn Holder,Cancelled,Office,Mcintosh Ltd,TXN_00275,HR,Debit Card,479742
"Walsh, Stokes and Hill",Germany,2025-07-07,Sheila Aguilar,TXN_00276,Cancelled,Office,488984,Robert Hudson,763.08,IT,Debit Card
TXN_00277,Theodore Pennington,Marketing,249.61,Christopher Pearson,UK,Completed,Office,Credit Card,517368,2025-06-28,Li-Rollins
Germany,Gabriel Miles,Amy Henderson,Travel,TXN_00278,Pending,Holland PLC,913.54,2024-09-20,623285,Credit Card,IT
996.37,Jennifer Harmon,Guerrero-Reynolds,2026-05-03,Kendra Davenport,TXN_00279,Cancelled,Office,PayPal,HR,Canada,838237
Francisco Parsons,Software,Canada,309902,TXN_00280,852.83,Completed,Richard Smith,HR,Bank Transfer,"Smith, Patel and Matthews",2025-02-14
"Smith, Rodriguez and Simpson",Finance,Donna James,TXN_00281,Edward Martinez,Travel,UK,2026-02-14,Credit Card,Cancelled,192055,667.84
Canada,Finance,711.81,Justin Blake,Pending,404466,Todd Stevens,TXN_00282,Office,2025-08-02,Gilbert-Hancock,Debit Card
Software,Whitney Davis,Hogan-Morgan,2025-11-22,Sales,Deborah Chandler,Pending,792.07,Debit Card,TXN_00283,Canada,335134
TXN_00284,Travel,Morgan Little,Sales,France,2025-12-14,368.91,Cancelled,Taylor-Roberts,Debit Card,478427,Matthew Davis
Germany,999.6,168941,"Hernandez, Brock and Craig",John Waters,Cindy Robinson,Cancelled,Office,2024-11-05,TXN_00285,Bank Transfer,HR
2025-06-26,73.75,Sales,TXN_00286,France,Cancelled,Office,PayPal,Tracey Martin,Summer Carey,"Smith, Kim and Taylor",906527
344.51,2026-01-28,Amanda Bray,France,Joseph Bass,Office,Completed,571832,Debit Card,Ross Inc,HR,TXN_00287
Robert Gonzalez,Marketing,TXN_00288,Software,518.1,2025-08-18,Johnny Martinez,Singh-Newton,Completed,USA,627290,PayPal
Peter Johnson,Travel,2025-05-06,Smith-York,Completed,TXN_00289,IT,346.02,Cathy Berry,Canada,PayPal,438334
Finance,Travel,Bender-Cummings,305837,TXN_00290,France,Michael James,274.45,Cancelled,Linda Cook,PayPal,2025-12-01
Mitchell Vega,TXN_00291,Finance,Travel,197966,591.81,Leblanc-Marshall,2025-10-02,Completed,Ms. Catherine Hopkins DVM,Debit Card,Canada
TXN_00292,Ruben Martin,Travel,842.53,UK,Credit Card,Sales,Ralph Boyd,Completed,Wood and Sons,2024-08-31,855638
Warren-Evans,Travel,264.66,Crystal Miller,France,Felicia Carter,Cancelled,TXN_00293,147670,Debit Card,HR,2026-03-17
748133,Travel,TXN_00294,Jack Robinson,Sims LLC,Deborah Baker,498.04,Cancelled,IT,USA,2025-01-20,PayPal
Elizabeth Buckley,Germany,Software,606404,Jessica Garcia,TXN_00295,2025-06-06,297.43,Sales,Cancelled,Credit Card,Rivera Group
Germany,Robin Ochoa,2026-04-04,484.25,Yoder-Steele,Finance,Pending,Eric Carrillo,Office,TXN_00296,Debit Card,265759
Marketing,Good LLC,Allison Parsons,TXN_00297,UK,2026-06-18,Pending,Jesse Guerra,Office,250647,PayPal,734.2
2026-01-09,TXN_00298,France,April Cohen,897615,561.65,Completed,Office,"Roberts, Myers and Padilla",Veronica Stevens,HR,PayPal
Germany,TXN_00299,Marcus Jones,Credit Card,Nicholas Bullock,Rangel and Sons,2025-01-05,Completed,Office,247.92,228473,IT
Germany,Lozano Group,TXN_00300,Finance,2026-01-15,Travel,Lisa Stephens,Pending,248.27,Debit Card,502810,Jennifer Williams
2024-08-23,Mark Graham,"Moore, Copeland and Gray",Cancelled,Office,Eric Kane,TXN_00301,HR,763.12,Canada,856157,Bank Transfer
Germany,TXN_00302,Phillips Ltd,622987,Cancelled,2024-08-09,Office,23.18,John Gordon,Bank Transfer,HR,Jessica Short
352.9,Software,Daniel Ewing,352422,2024-12-02,TXN_00303,Bishop-Schneider,France,Pending,Mr. Raymond Manning,Credit Card,HR
Germany,Christian Johnson,2025-05-10,Travel,"Robbins, Brown and Cain",726543,TXN_00304,Completed,Credit Card,Bailey Wright,HR,285.75
Renee Caldwell,"Lee, Jones and Graham",TXN_00305,UK,Sherry Palmer MD,2024-09-17,Completed,Office,240440,763.86,HR,PayPal
194.66,Kathryn Frye,Travel,2025-07-13,153642,TXN_00306,Gutierrez-Everett,France,Completed,Matthew Sullivan,HR,PayPal
TXN_00307,Credit Card,Sales,2024-09-21,628750,France,Completed,Office,Malone-James,Benjamin Williams,Timothy Mercer,279.72
2025-12-31,Marketing,Jacob Sullivan,Robert Martin,UK,"Williamson, Nielsen and Burnett",513037,557.83,Completed,Office,PayPal,TXN_00308
Germany,Timothy Graham,Marketing,Travel,2025-11-19,"Davidson, Greene and Smith",731728,500.08,Completed,Credit Card,TXN_00309,Michael Brown
Germany,2025-05-19,Thomas Ayala,519.33,Kimberly Strong,Finance,TXN_00310,Cancelled,"Mcmahon, Stark and Johnson",Office,Debit Card,848255
TXN_00311,2024-08-21,246570,France,Jason Myers,Cancelled,Office,Christopher Long,"Brady, Thomas and Moore",Bank Transfer,IT,318.53
2025-05-16,722565,Finance,TXN_00312,France,Cancelled,Fitzgerald Ltd,Office,Jessica Howard,Bank Transfer,828.29,Michele Larsen
2026-04-23,TXN_00313,Tanner Inc,Finance,Steven Soto,Pending,368.36,414353,Jacob Smith,Office,Credit Card,USA
TXN_00314,Finance,Aaron Matthews,Travel,Lewis Group,2025-03-08,James Sharp,Cancelled,596.91,USA,PayPal,422623
Software,Finance,583.52,2025-12-06,Cancelled,Debit Card,Daniel Page,USA,"Stephens, Wilcox and Goodman",TXN_00315,705693,Daisy Berry
Karen Mendoza,Finance,912233,Thomas LLC,Brandon Robinson,Completed,Office,2024-08-31,TXN_00316,821.66,Debit Card,Canada
2026-04-03,Marketing,Software,Wagner-Lyons,Erin Torres,Pending,TXN_00317,18.94,834549,Maureen Freeman,Canada,PayPal
Mary Carpenter,Canada,Donna Osborn,Travel,2026-03-11,Sales,410.38,Cancelled,TXN_00318,Bank Transfer,533020,Smith-Henderson
Software,Brian Lloyd,TXN_00319,France,207.34,Lopez-Russo,Cancelled,Stephen Graham,840058,HR,PayPal,2026-03-06
Adrian Davis,TXN_00320,UK,King-Rubio,Mr. Andrew Mcgee MD,Cancelled,Office,2025-05-17,IT,651002,Bank Transfer,956.69
2024-08-24,610.08,672808,UK,Sally Jones,TXN_00321,"White, Martin and Jackson",Office,Completed,Debit Card,Michael Fletcher,IT
Flores PLC,Marketing,Canada,2025-11-22,685196,941.49,Pending,Office,Anna Byrd,TXN_00322,Mary Flores,PayPal
Germany,2025-11-26,TXN_00323,Travel,Hardy-Norman,Cancelled,823769,PayPal,317.04,IT,Jordan Dunn,Lisa Chan
Software,676.62,2026-03-26,401769,Arthur Gonzalez,France,Pending,TXN_00324,"Small, Mccarthy and White",Ronald Davis,IT,Bank Transfer
Moore-Murphy,Donna Nguyen,Software,TXN_00325,Bradley Jones,42.07,UK,Pending,Credit Card,910616,HR,2025-04-17
Germany,Catherine Smith,TXN_00326,Valenzuela-Middleton,Patricia Gonzales,2025-10-07,Cancelled,Office,213.99,IT,787836,PayPal
Software,740.89,243941,Sales,2025-03-06,France,TXN_00327,Jasmine Gomez,Completed,Debit Card,Michael Dunn,"Garza, Fisher and Anderson"
802371,TXN_00328,Canada,637.94,2026-02-20,Travel,Completed,Credit Card,HR,Gregory Oneill DDS,Lynn-Camacho,Dr. Kevin Christensen
446337,Germany,100.54,Finance,Travel,2025-07-04,Completed,TXN_00329,Autumn Baird,Debit Card,"Scott, Simmons and Logan",Shawn Smith
Germany,"Hudson, Duran and Stevens",265613,Pending,James Harrison,IT,Office,Anthony Wilson,Debit Card,2024-12-21,TXN_00330,477.45
"Robinson, Ellis and Francis",Finance,Shannon Trujillo,Travel,Adam Diaz,907.94,399279,Cancelled,Credit Card,USA,2024-07-08,TXN_00331
Marketing,Nancy Wright MD,Travel,"Brown, Hernandez and Robbins",343500,TXN_00332,Pending,913.23,2025-02-15,USA,Christopher Curtis,Debit Card
Germany,TXN_00333,2024-11-27,Sales,Completed,Office,"Washington, Johnson and Rivera",138105,186.31,Caleb Smith,PayPal,Kendra Bradley
"Smith, Ali and Ponce",Travel,Barbara Holt,107.3,France,Pending,412886,TXN_00334,Stacy Jackson,2024-10-17,HR,PayPal
"White, Barnes and Johnson",2024-07-24,Travel,Jacqueline Robinson,493.91,France,772464,Cancelled,Dana Allen,Debit Card,HR,TXN_00335
Software,2026-05-25,Craig Cuevas,386090,330.68,Kenneth Jones,TXN_00336,Cancelled,USA,Bank Transfer,IT,"Williams, Stevenson and Hernandez"
853504,736.62,Marketing,Software,2025-09-21,TXN_00337,Cancelled,Shane Murray,Jackson-Smith,USA,Lauren Johnson,PayPal
TXN_00338,Germany,Mark Nicholson,Travel,2025-11-24,"Mendoza, Ryan and Velazquez",284019,Completed,William Williams,826.99,HR,PayPal
TXN_00339,Boyd-Clay,Marketing,Software,801765,Jeffrey Martinez,Pending,981.69,2024-12-29,Bank Transfer,Canada,Robin Hughes
Germany,Terry Lane,235.52,Pending,2025-02-28,Bruce Ellis,Office,107161,TXN_00340,IT,PayPal,Carter-Mclaughlin
710754,Marketing,2025-07-07,David Carlson,Travel,11.44,France,TXN_00341,Cancelled,"Gaines, Miller and Diaz",Heather Cohen,PayPal
TXN_00342,Finance,Travel,"Oconnor, Montgomery and Brown",Pending,2025-10-16,465.39,Cathy White,165142,Dana Holloway,USA,Debit Card
Maurice Hubbard,2026-01-26,837733,TXN_00343,Finance,Amber Perez,Beasley-Snyder,Pending,Office,USA,PayPal,638.71
Software,Finance,Dr. Steven Graves,TXN_00344,Cancelled,Bank Transfer,331577,Freeman PLC,Michael Gonzalez,Canada,2025-05-27,478.18
2025-06-26,Donna Trevino,TXN_00345,Finance,France,Day-Welch,912.8,Completed,Office,Derek Roberts,Debit Card,491774
"Morgan, Johnson and Mcgee",Jennifer Cummings,2024-08-04,Software,Finance,Justin Kim,France,925618,Completed,TXN_00346,PayPal,446.75
Software,"Harris, King and Hernandez",902.89,2025-04-13,Finance,France,Cancelled,TXN_00347,Debit Card,217659,Stephen Romero,Blake Hughes
Marketing,Software,Brenda Long,257131,UK,2026-06-26,Chen-Landry,Completed,854.49,TXN_00348,Jeff Wilson,Bank Transfer
Shane Mitchell,Germany,Christine Davis,Travel,TXN_00349,Completed,2026-01-20,90.94,Bank Transfer,HR,Sanchez-Weber,851742
Germany,Travel,456.8,2026-02-27,Sharon Harris,"Vaughn, Evans and Medina",238353,Cancelled,TXN_00350,Credit Card,HR,Clarence Roberts
Marketing,TXN_00351,Lisa Cox,805448,Carter-Warren,Stephanie Santos,395.95,2024-09-30,Cancelled,Office,Credit Card,USA
706403,Software,423.7,Scott Cruz,Sales,Leslie Griffith,Robles-Williams,2025-02-28,Cancelled,Credit Card,USA,TXN_00352
Alex Davis,Howard and Sons,172371,Completed,Office,Evan Casey,USA,TXN_00353,2024-11-26,HR,Debit Card,287.09
2026-04-03,Germany,869.62,492650,"Campbell, Johnson and Smith",Sales,Pending,TXN_00354,Charles Price,Office,Bank Transfer,James Fowler
Kenneth Wood,2026-02-04,Marketing,132.99,Amanda Bautista,Hodge LLC,Travel,France,Completed,TXN_00355,815894,PayPal
Lisa Cole,"Martin, Smith and Wilson",TXN_00356,Sales,2025-03-06,France,Willie Fisher,Completed,Office,Debit Card,663356,127.35
Kim Robinson,Marketing,424.13,France,2025-11-21,"Rose, Robinson and Ward",Completed,Office,Lindsay Hahn,412856,TXN_00357,Bank Transfer
Williams-Mclaughlin,Dominic Pitts,TXN_00358,275.65,Completed,Office,Credit Card,583000,HR,Hailey Green,Canada,2025-08-04
Software,Canada,Sales,206.08,2025-02-27,Dean Trujillo,Cancelled,Bowman Ltd,Credit Card,744793,TXN_00359,Brian Fitzgerald
Travel,Powell PLC,2025-01-03,Kevin Ritter,Cynthia Valdez,Pending,244.73,Credit Card,USA,HR,TXN_00360,568127
Shawn Collins,Finance,2026-06-05,Travel,Austin-Lee,TXN_00361,754.39,Completed,Credit Card,Kelly Kemp,345722,Canada
Dr. Nicholas Stevens,Software,Erika Smith,"Sanchez, Sexton and Snow",2024-11-08,France,403314,Completed,TXN_00362,IT,PayPal,318.9
TXN_00363,Travel,250219,Patrick Anderson,Franco-Waters,France,Pending,Kyle Sims,Sales,PayPal,221.04,2026-03-29
Allison Carson,Travel,TXN_00364,683761,2026-01-18,625.99,Cancelled,Zachary Perez,HR,Bank Transfer,Canada,Flores-Miller
Germany,2025-04-26,149161,TXN_00365,785.8,Cancelled,Office,Richard Miller,Kenneth White,HR,PayPal,"Sanchez, Johnson and Williamson"
Marketing,Software,2025-12-27,TXN_00366,Payne-Willis,UK,Joseph Charles,Completed,376.46,528090,Bank Transfer,Willie Gallagher
805.78,Michael Goodman,Travel,Jerry Carroll,TXN_00367,Credit Card,415344,Cancelled,2025-01-18,Jones Inc,HR,Canada
Rodney Reynolds,Marketing,536740,134.09,Travel,"Meadows, Sheppard and Gilbert",TXN_00368,France,Joanna Johnson DVM,Pending,2025-09-28,Debit Card
